Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02 00:00:00-05:00,39.93399025163347,40.43621588001568,39.722771657019194,40.42682647705078,102223600,0.0,0.0
2018-01-03 00:00:00-05:00,40.49019838387923,40.96426303528432,40.356429810473,40.41979217529297,118071600,0.0,0.0
2018-01-04 00:00:00-05:00,40.492531794304796,40.710790617330794,40.38457874373889,40.60752868652344,89738400,0.0,0.0
2018-01-05 00:00:00-05:00,40.703754451309464,41.15669464308769,40.61222747270617,41.069862365722656,94640000,0.0,0.0
2018-01-08 00:00:00-05:00,40.917320251464844,41.213021983305815,40.8187494265099,40.917320251464844,82271200,0.0,0.0
2018-01-09 00:00:00-05:00,40.964255330315616,41.08394335569417,40.69671465281637,40.91262435913086,86336000,0.0,0.0
2018-01-10 00:00:00-05:00,40.6380562134178,40.90559697514124,40.600505753278966,40.90324783325195,95839600,0.0,0.0
2018-01-11 00:00:00-05:00,40.97364876513846,41.184867390415334,40.9501824163356,41.135581970214844,74670800,0.0,0.0
2018-01-12 00:00:00-05:00,41.34679198028473,41.62372207810548,41.22240924564743,41.56035614013672,101672400,0.0,0.0
2018-01-16 00:00:00-05:00,41.750449409423986,42.10013125931942,41.33740520403028,41.34914016723633,118263600,0.0,0.0
2018-01-17 00:00:00-05:00,41.339746788427306,42.06727146513678,41.08629022879439,42.03207015991211,137547200,0.0,0.0
2018-01-18 00:00:00-05:00,42.095433710001295,42.26675628300171,41.83258774080623,42.069618225097656,124773600,0.0,0.0
2018-01-19 00:00:00-05:00,41.917075391486335,42.14472005952902,41.6354541923534,41.881874084472656,129700400,0.0,0.0
2018-01-22 00:00:00-05:00,41.60964418037092,41.72229195864066,41.44536542435082,41.53923797607422,108434400,0.0,0.0
2018-01-23 00:00:00-05:00,41.60964633072609,42.11187202851836,41.4969985466348,41.54862594604492,130756400,0.0,0.0
2018-01-24 00:00:00-05:00,41.59789373731901,41.60962869716986,40.64741928551174,40.88679885864258,204420400,0.0,0.0
2018-01-25 00:00:00-05:00,40.95486004745056,41.05812197499376,40.02081516095881,40.15693283081055,166116000,0.0,0.0
2018-01-26 00:00:00-05:00,40.36580561399968,40.36580561399968,39.91051630329917,40.25080871582031,156572000,0.0,0.0
2018-01-29 00:00:00-05:00,39.93397332185262,39.93397332185262,39.20879802409594,39.417667388916016,202561600,0.0,0.0
2018-01-30 00:00:00-05:00,38.84739024607921,39.27920959191692,38.652601354194225,39.18533706665039,184192800,0.0,0.0
2018-01-31 00:00:00-05:00,39.161877625713345,39.53033472705951,39.07504533755253,39.29330062866211,129915600,0.0,0.0
2018-02-01 00:00:00-05:00,39.23227693364981,39.5725693452636,39.13605525875675,39.37543487548828,188923200,0.0,0.0
2018-02-02 00:00:00-05:00,38.95769826348325,39.145446923123295,37.57305861302765,37.66693115234375,346375200,0.0,0.0
2018-02-05 00:00:00-05:00,37.33837313664764,38.46016679577537,36.61084843408011,36.72584533691406,290954000,0.0,0.0
